scan_type,rule_name,description,alert_id,alert_url,risk,cwe
passive,Session ID in URL Rewrite,"This scan rule checks for the existence of session token type parameters being rewritten to the URL. To help reduce false positives the rule checks the length of the token value, if the value of the parameter is not greater than 8 characters in length then the parameter is ignored (i.e.: survey?sId=5 would not be flagged as vulnerable).",3-2,https://www.zaproxy.org/docs/alerts/3-2/,2,598
passive,Referer Exposes Session ID,"This scan rule checks for the existence of session token type parameters being rewritten to the URL. To help reduce false positives the rule checks the length of the token value, if the value of the parameter is not greater than 8 characters in length then the parameter is ignored (i.e.: survey?sId=5 would not be flagged as vulnerable).",3-3,https://www.zaproxy.org/docs/alerts/3-3/,2,598
passive,Strict-Transport-Security Header Not Set,"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-1,https://www.zaproxy.org/docs/alerts/10035-1/,1,319
passive,Strict-Transport-Security Disabled,"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-2,https://www.zaproxy.org/docs/alerts/10035-2/,1,319
passive,Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec),"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-3,https://www.zaproxy.org/docs/alerts/10035-3/,1,319
passive,Strict-Transport-Security Header on Plain HTTP Response,"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-4,https://www.zaproxy.org/docs/alerts/10035-4/,0,319
passive,Strict-Transport-Security Missing Max-Age (Non-compliant with Spec),"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-5,https://www.zaproxy.org/docs/alerts/10035-5/,1,319
passive,Strict-Transport-Security Defined via META (Non-compliant with Spec),"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-6,https://www.zaproxy.org/docs/alerts/10035-6/,1,319
passive,Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec),"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-7,https://www.zaproxy.org/docs/alerts/10035-7/,1,319
passive,Strict-Transport-Security Malformed Content (Non-compliant with Spec),"This rule checks HTTPS responses for the presence of a HTTP Strict Transport Security (HSTS) header and tests for various implementation concerns, alerting if they’re found. Alerts generated: Strict-Transport-Security Header Not Set: If the response is HTTPS and the header is completely missing. Strict-Transport-Security Disabled: If the response is HTTPS and the max-age value is set to zero, thus resetting the browser’s HSTS information for the site. Strict-Transport-Security Multiple Header Entries (Non-compliant with Spec): If the response is HTTPS and there is more than one HSTS header on the response. Strict-Transport-Security Missing Max-Age (Non-compliant with Spec): If the response is HTTPS, a HSTS header is specified but the max-age value does not contain a number. Strict-Transport-Security Defined via META (Non-compliant with Spec): If the response body includes a META tag which attempts to define HSTS. Strict-Transport-Security Header on Plain HTTP Response: If the response is HTTP and the HSTS header is present. Strict-Transport-Security Max-Age Malformed (Non-compliant with Spec): If the response is HTTPS and the HSTS header is present, but there are quotes preceding the max-age directive (quotes are allowed around the max-age value, but not around the directive itself). Strict-Transport-Security Malformed Content (Non-compliant with Spec): If the response is HTTPS and a HSTS header is present, but there is some unexpected content (such as curly quotes). The expectation is that the content be printable ASCII. Redirects to HTTPS URLs on the same domain will only be reported at Low threshold.",10035-8,https://www.zaproxy.org/docs/alerts/10035-8/,1,319
passive,Timestamp Disclosure,"A timestamp was disclosed by the application/web server. At HIGH threshold this rule does not alert on potential timestamps that are not within a range of plus or minus one year. At HIGH threshold this rule ignores timestamps in JavaScript files. At MEDIUM threshold this rule does not alert on potential timestamps beyond 10 years. At all thresholds, this rule will not alert on timestamps beyond the Y2038 epoch edge.",10096,https://www.zaproxy.org/docs/alerts/10096/,1,497
passive,User Controllable Charset,"This check looks at user-supplied input in query string parameters and POST data to identify where Content-Type or meta tag charset declarations might be user-controlled. Such charset declarations should always be declared by the application. If an attacker can control the response charset, they could manipulate the HTML to perform XSS or other attacks.",10030,https://www.zaproxy.org/docs/alerts/10030/,0,20
passive,User Controllable HTML Element Attribute (Potential XSS),This check looks at user-supplied input in query string parameters and POST data to identify where certain HTML attribute values might be controlled. This provides hot-spot detection for XSS (cross-site scripting) that will require further review by a security analyst to determine exploitability.,10031,https://www.zaproxy.org/docs/alerts/10031/,0,20
passive,User Controllable Javascript Event (XSS),This check looks at user-supplied input in query string parameters and POST data to identify where certain HTML attribute values might be controlled. This provides hot-spot detection for XSS (cross-site scripting) that will require further review by a security analyst to determine exploitability.,10043,https://www.zaproxy.org/docs/alerts/10043/,0,20
passive,Username Hash Found,"If any context contains defined users this scan rule checks all responses for the presence of hashed values representing those usernames. Note: If the Custom Payloads add-on is installed you can add your own Username strings (payloads) in the Custom Payloads options panel.
They will also be hashed and searched for in responses as they’re passively scanned. Keep in mind that the greater the number of payloads the greater the
amount of time needed to passively scan. (The default payloads are “Admin” and “admin”.) The Custom Payloads category for this rule is: Username-Idor . Discovery of any such value may represent an Insecure Direct Object Reference (IDOR) vulnerability. Alerts are only raised as informational items as further manual testing is required in order to confirm and assess impact. This scan rule will only analyze text responses.",10057,https://www.zaproxy.org/docs/alerts/10057/,0,284
passive,Potential IP Addresses Found in the Viewstate,Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-1,https://www.zaproxy.org/docs/alerts/10032-1/,2,642
passive,Emails Found in the Viewstate,Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-2,https://www.zaproxy.org/docs/alerts/10032-2/,2,642
passive,Old Asp.Net Version in Use,Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-3,https://www.zaproxy.org/docs/alerts/10032-3/,1,642
passive,Viewstate without MAC Signature (Unsure),Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-4,https://www.zaproxy.org/docs/alerts/10032-4/,3,642
passive,Viewstate without MAC Signature (Sure),Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-5,https://www.zaproxy.org/docs/alerts/10032-5/,3,642
passive,Split Viewstate in Use,Attempts to identify VIEWSTATE parameters and analyze said parameters for various best practices or protective measures such as: Those based on ASP.NET 1.0 and 1.1. VIEWSTATE Lacking signature. Split VIEWSTATE. VIEWSTATE containing email or IP patterns. The “Viewstate without MAC Signature (Unsure)” alert will only be raised at LOW threshold.,10032-6,https://www.zaproxy.org/docs/alerts/10032-6/,0,642
passive,X-AspNet-Version Response Header,This checks response headers for the presence of X-AspNet-Version/X-AspNetMvc-Version details.,10061,https://www.zaproxy.org/docs/alerts/10061/,1,933
passive,X-Backend-Server Header Information Leak,This checks response headers for the presence of X-Backend-Server details.,10039,https://www.zaproxy.org/docs/alerts/10039/,1,497
passive,X-ChromeLogger-Data Header Information Leak,This checks response headers for the presence of X-ChromeLogger-Data or X-ChromePhp-Data details.,10052,https://www.zaproxy.org/docs/alerts/10052/,2,532
passive,X-Content-Type-Options,This scan rule check for the Anti-MIME-Sniffing header X-Content-Type-Options and ensures it is set to ’nosniff’. At MEDIUM and HIGH thresholds this rule does not alert on client or server error responses or redirects. At LOW threshold it will alert on all responses including errors and redirects.,10021,https://www.zaproxy.org/docs/alerts/10021/,1,693
passive,X-Debug-Token Information Leak,This checks response headers for the presence of X-Debug-Token and X-Debug-Token-Link details. Which indicates the use/exposure of Symfony’s Profiler. Symfony’s Profiler provides access to a significant amount of information of interest to malicious individuals and Security Testers.,10056,https://www.zaproxy.org/docs/alerts/10056/,1,489
passive,ZAP is Out of Date,"This checks to make sure you are using the latest version of ZAP. If your ZAP install is out of date then it will raise one alert on each domain with a severity based on how many versions out of date it is. 1 version: Low Risk 2 versions: Medium Risk 3+ versions: High Risk More that one year: High Risk (just for date stamped versions, such as the nightly or weekly releases)",10116,https://www.zaproxy.org/docs/alerts/10116/,2,1104
active,.env Information Leak,"Checks for web accessible .env files which may leak sensitive information (such as usernames, passwords, API or APP keys, etc.). Environment files come in many flavors but mostly they are KEY=VALUE formatted. This rule checks for how servers deliver them by default; NGINX returns them as binary/octet-stream content-type Apache just returns the text with no content-type. This rule also check for content length over 500 characters to try and exclude larger, possibly intentional, files.",40034,https://www.zaproxy.org/docs/alerts/40034/,2,215
active,.htaccess Information Leak,"Checks for web accessible .htaccess files which may leak sensitive information (such as usernames, error handling, redirects, directory listing settings, etc.).",40032,https://www.zaproxy.org/docs/alerts/40032/,2,94
active,Buffer Overflow,Looks for indicators of buffer overflows in compiled code. It does this by putting out large strings of input text and look for code crash and abnormal session closure.,30001,https://www.zaproxy.org/docs/alerts/30001/,2,120
active,Cloud Metadata Attack,"Attempts to abuse a misconfigured NGINX server in order to access the instance metadata maintained by cloud service providers such as AWS, GCP, Azure, and Alibaba. Most of these services provide metadata via an internal unroutable IP address ‘169.254.169.254’ (‘100.100.100.200’ for Alibaba) - this can be exposed by incorrectly configured NGINX servers and accessed by using this IP address in the Host header field.",90034,https://www.zaproxy.org/docs/alerts/90034/,3,1230
active,Server Side Code Injection - PHP Code Injection,"This rule submits PHP and ASP attack strings as values for URL parameters in a request and examines the response to see if those values have been evaluated by the server. First, requests are constructed and sent containing injected PHP instructions to print a token. In the event of a match between the token and the content of the response body, the scanner raises an alert and returns immediately. If there aren’t any matches, the scanner will construct requests with several injected ASP strings that instruct the server to write the product of two randomly generated integers in the response. If the body of the response matches the product, an alert is raised.",90019-1,https://www.zaproxy.org/docs/alerts/90019-1/,3,94
active,Server Side Code Injection - ASP Code Injection,"This rule submits PHP and ASP attack strings as values for URL parameters in a request and examines the response to see if those values have been evaluated by the server. First, requests are constructed and sent containing injected PHP instructions to print a token. In the event of a match between the token and the content of the response body, the scanner raises an alert and returns immediately. If there aren’t any matches, the scanner will construct requests with several injected ASP strings that instruct the server to write the product of two randomly generated integers in the response. If the body of the response matches the product, an alert is raised.",90019-2,https://www.zaproxy.org/docs/alerts/90019-2/,3,94
active,Remote OS Command Injection,This rule injects *NIX and Windows OS commands to determine whether or not the web application is passing unchecked user input directly to the underlying OS. The injection strings consist of meta-characters that may be interpreted by the OS as join commands along with a payload that should generate output in the response if the application is vulnerable.,90020,https://www.zaproxy.org/docs/alerts/90020/,3,78
active,Remote OS Command Injection (Time Based),This rule injects *NIX and Windows OS commands to determine whether or not the web application is passing unchecked user input directly to the underlying OS. The rule will attempt blind injection attack(s) by submitting sleep instructions as the payload and comparing the elapsed time between sending the request and receiving the response against a heuristic time-delay lower limit. Post 2.5.0 you can change the length of time used for the blind injection attack by changing the rules.common.sleep parameter via the Options ‘Rule configuration’ panel.,90037,https://www.zaproxy.org/docs/alerts/90037/,3,78
active,Cross Site Scripting (Reflected),"This rule starts by submitting a ‘safe’ value and analyzing all of the locations in which this value occurs in the response (if any). It then performs a series of attacks specifically targeted at the location in which each of the instances occurs, including tag attributes, URL attributes, attributes in tags which support src attributes, html comments etc. Note: This rule only scans HTTP PUT requests at LOW threshold. If the alert threshold is set to LOW, XSS injection located in a JSON response results in a LOW risk and LOW confidence alert is raised. For other response content-types a LOW confidence alert is raised. If the alert threshold is set to either MEDIUM or HIGH, XSS injection located in non-HTML responses do not generate alerts. If specific characters are stripped out of a reflected payload then the attacks will be repeated with alternative characters that might have the same effect.",40012,https://www.zaproxy.org/docs/alerts/40012/,3,79
active,Cross Site Scripting (persistent),This rule starts by submitting a unique ‘safe’ value and then spiders the whole application to find all of the locations in which the value occurs. It then performs a series of attacks in the same way that the ‘reflected’ version does but in this case checks all of the target locations in other pages. Note: This rule only scans HTTP PUT requests at LOW threshold. If an XSS injection is located in a JSON response a LOW risk and LOW confidence alert is raised.,40014,https://www.zaproxy.org/docs/alerts/40014/,3,79
active,CRLF Injection,"This rule submits various CRLF special characters preceding an injected “Set-Cookie” header as a parameter to the server. If the response contains an identical Set-Cookie header, an alert is raised and the scanner returns immediately.",40003,https://www.zaproxy.org/docs/alerts/40003/,2,113
active,Directory Browsing,"This rule checks to see if a request will provide access to a directory listing by examining the response body for patterns used with Apache, IIS and other web server software.",0,https://www.zaproxy.org/docs/alerts/0/,2,548
active,ELMAH Information Leak,"Tests to see if the Error Logging Modules and Handlers (elmah.axd) HTTP Module is available. Although this module is handy for developers and other stakeholders it can also leak a significant amount of information which a security analyst or malicious individual may be interested in. The ELMAH scan rule targets Microsoft based technologies: IIS, Windows, ASP, and MSSQL. Files are only reported if they contain the text “Error Log for” unless a LOW alert threshold is set.",40028,https://www.zaproxy.org/docs/alerts/40028/,2,94
active,External Redirect,"This rule submits a variety of URL redirect strings as parameter values in a request, then examines the headers and bodies of responses to determine whether or not a redirect occurred and of what type. The cause of redirect is searched for in the “Location” and “Refresh” header fields, as well as by HTML meta tags and Javascript in the body of the response. An alert is raised including the redirection type and the scanner returns immediately.",20019-1,https://www.zaproxy.org/docs/alerts/20019-1/,3,601
active,External Redirect,"This rule submits a variety of URL redirect strings as parameter values in a request, then examines the headers and bodies of responses to determine whether or not a redirect occurred and of what type. The cause of redirect is searched for in the “Location” and “Refresh” header fields, as well as by HTML meta tags and Javascript in the body of the response. An alert is raised including the redirection type and the scanner returns immediately.",20019-2,https://www.zaproxy.org/docs/alerts/20019-2/,3,601
active,External Redirect,"This rule submits a variety of URL redirect strings as parameter values in a request, then examines the headers and bodies of responses to determine whether or not a redirect occurred and of what type. The cause of redirect is searched for in the “Location” and “Refresh” header fields, as well as by HTML meta tags and Javascript in the body of the response. An alert is raised including the redirection type and the scanner returns immediately.",20019-3,https://www.zaproxy.org/docs/alerts/20019-3/,3,601
active,External Redirect,"This rule submits a variety of URL redirect strings as parameter values in a request, then examines the headers and bodies of responses to determine whether or not a redirect occurred and of what type. The cause of redirect is searched for in the “Location” and “Refresh” header fields, as well as by HTML meta tags and Javascript in the body of the response. An alert is raised including the redirection type and the scanner returns immediately.",20019-4,https://www.zaproxy.org/docs/alerts/20019-4/,3,601
active,Format String Error,Looks for indicators of format string handling errors in compiled code. It does this by putting out strings of input text based upon characters compiled C code anticipates to produce formatted output and look for code crash and abnormal session closures.,30002,https://www.zaproxy.org/docs/alerts/30002/,2,134
active,GET for POST,"This scan rule takes application/x-www-form-urlencoded POST requests, changes the parameters from POST to GET and resubmits the request. If the GET response is the same as the original POST response then an alert is raised. While this does not necessarily represent a security weakness unto itself it may indicate that other attacks or weaknesses can be expanded or simplified. (Such as a POST based Cross-Site Scripting (XSS) attack being changed to GET.)",10058,https://www.zaproxy.org/docs/alerts/10058/,0,16
active,Heartbleed OpenSSL Vulnerability,"Detects if the web server is vulnerable to the Heartbleed OpenSSL Vulnerability, by exploiting it. For further details refer to CVE-2014-0160.",20015,https://www.zaproxy.org/docs/alerts/20015/,3,119
active,Hidden File Finder,"This scan rule checks for various web accessible files which may leak administrative, configuration, or credential information. The original included set of payloads were based on Snallygaster by Hanno Böck. Such payloads are verified by checking response code, and content. If the response code is 200 (Ok) then additional content checks are performed to increase alert confidence. If the response code is 401 (Unauthorized) or 403 (Forbidden) or the content checks are un-successful then an alert is raised with lower confidence (at LOW Threshold). Note: If the Custom Payloads add-on is installed you can add your own hidden file paths (payloads) in the Custom Payloads options panel. The Custom Payloads category for this rule is: Hidden-File . For custom payloads only the response status code is checked. If there is a requirement to include a content check then it is also possible to add payloads to the json/hidden_files.json file in ZAP’s user directory (in which case they will be treated as included payloads). The following describes the fields of the JSON entries. Details worth noting: The only field that is required is path. The fields content, not_content, and links can have multiple quoted, comma separated values (arrays of strings). Checks of binary content are based on starting position 0 (ex: startsWith not contains). The following is an example JSON entry:",40035,https://www.zaproxy.org/docs/alerts/40035/,2,538
active,Log4Shell (CVE-2021-44228),This rule attempts to discover the Log4Shell ( CVE-2021-44228 and CVE-2021-45046 ) vulnerabilities. It relies on the OAST add-on to generate out-of-band payloads and verify DNS interactions. We recommend that this scan rule is used with header injection enabled for maximum coverage. See also: OAST .,40043-1,https://www.zaproxy.org/docs/alerts/40043-1/,3,117
active,Log4Shell (CVE-2021-45046),This rule attempts to discover the Log4Shell ( CVE-2021-44228 and CVE-2021-45046 ) vulnerabilities. It relies on the OAST add-on to generate out-of-band payloads and verify DNS interactions. We recommend that this scan rule is used with header injection enabled for maximum coverage. See also: OAST .,40043-2,https://www.zaproxy.org/docs/alerts/40043-2/,3,117
active,Padding Oracle,"This rule attempts to manipulate the padding of encrypted strings to trigger an error response indicating a likely padding oracle vulnerability. Such a vulnerability can affect any application or framework that uses encryption improperly, such as some versions of ASP.net, Java Server Faces, and Mono.",90024,https://www.zaproxy.org/docs/alerts/90024/,3,209
active,Parameter Tampering,"This rule submits requests with parameter values known to cause errors to be displayed to the user if handled improperly. Responses are checked to make sure that they return a server error status code, then compared with a normal HTTP response to make sure it does not raise an alert if the bad parameter has no effect on output. Finally, the content of the response body is compared against various patterns that may be found in Java servlet, Microsoft VBScript, OLE DB, JET, PHP and Tomcat errors. If a match is found, an alert is raised and the scanner returns immediately.",40008,https://www.zaproxy.org/docs/alerts/40008/,2,472
active,Path Traversal,"This rule attempts to access files and directories outside of the web document root by constructing various combinations of pathname prefixes and local file targets for Windows and *NIX systems as well as Java servlets. If the body of the response matches a pattern corresponding to the current target file an alert is raised and the scanner returns immediately. If none of the common local file targets succeed, path traversal is attempted using the filename in the URL. As long as submitting an arbitrary filename does not return an OK status code but the real filename does, an alert is raised and the scanner returns immediately. Note: This scan rule has one check that is excluded at High Alert Threshold.",6-1,https://www.zaproxy.org/docs/alerts/6-1/,3,22
active,Path Traversal,"This rule attempts to access files and directories outside of the web document root by constructing various combinations of pathname prefixes and local file targets for Windows and *NIX systems as well as Java servlets. If the body of the response matches a pattern corresponding to the current target file an alert is raised and the scanner returns immediately. If none of the common local file targets succeed, path traversal is attempted using the filename in the URL. As long as submitting an arbitrary filename does not return an OK status code but the real filename does, an alert is raised and the scanner returns immediately. Note: This scan rule has one check that is excluded at High Alert Threshold.",6-2,https://www.zaproxy.org/docs/alerts/6-2/,3,22
active,Path Traversal,"This rule attempts to access files and directories outside of the web document root by constructing various combinations of pathname prefixes and local file targets for Windows and *NIX systems as well as Java servlets. If the body of the response matches a pattern corresponding to the current target file an alert is raised and the scanner returns immediately. If none of the common local file targets succeed, path traversal is attempted using the filename in the URL. As long as submitting an arbitrary filename does not return an OK status code but the real filename does, an alert is raised and the scanner returns immediately. Note: This scan rule has one check that is excluded at High Alert Threshold.",6-3,https://www.zaproxy.org/docs/alerts/6-3/,3,22
active,Path Traversal,"This rule attempts to access files and directories outside of the web document root by constructing various combinations of pathname prefixes and local file targets for Windows and *NIX systems as well as Java servlets. If the body of the response matches a pattern corresponding to the current target file an alert is raised and the scanner returns immediately. If none of the common local file targets succeed, path traversal is attempted using the filename in the URL. As long as submitting an arbitrary filename does not return an OK status code but the real filename does, an alert is raised and the scanner returns immediately. Note: This scan rule has one check that is excluded at High Alert Threshold.",6-4,https://www.zaproxy.org/docs/alerts/6-4/,3,22
active,Path Traversal,"This rule attempts to access files and directories outside of the web document root by constructing various combinations of pathname prefixes and local file targets for Windows and *NIX systems as well as Java servlets. If the body of the response matches a pattern corresponding to the current target file an alert is raised and the scanner returns immediately. If none of the common local file targets succeed, path traversal is attempted using the filename in the URL. As long as submitting an arbitrary filename does not return an OK status code but the real filename does, an alert is raised and the scanner returns immediately. Note: This scan rule has one check that is excluded at High Alert Threshold.",6-5,https://www.zaproxy.org/docs/alerts/6-5/,3,22
active,Remote Code Execution - CVE-2012-1823,Detect CVE-2012-1823 to perform Remote Code Execution on a PHP-CGI based web server.,20018,https://www.zaproxy.org/docs/alerts/20018/,3,20
